WP_000799223.1 282.8
WP_002979282.1 287.5
WP_002988050.1 305.5
WP_003108247.1 267.7
WP_003159548.1 309.8
WP_004201164.1 272.8
WP_005780969.1 279.9
WP_006259855.1 302.9
WP_011497575.1 260.8
WP_011550565.1 240.1
WP_011997479.1 259.1
WP_012025466.1 280.6
WP_012261328.1 281.5
WP_013255389.1 157.7
WP_013992183.1 261.7
WP_015266427.1 252.8
WP_015588753.1 290.4
WP_015818996.1 300.5
WP_017901052.1 301.4
WP_021018609.1 302.2
WP_026025287.1 270.3
WP_027372425.1 277.1
WP_029728367.1 292.4
WP_032492430.1 301.8
WP_034848068.1 293.8
WP_038333643.1 271.7
WP_041258349.1 253.0
WP_041449074.1 233.6
WP_043942497.1 302.7
WP_052157330.1 244.9
WP_052769157.1 273.3
WP_060874262.1 307.0
WP_063842911.1 293.2
WP_063842915.1 288.6
WP_063860203.1 307.8
WP_063860585.1 302.8
WP_063860593.1 298.2
WP_063860627.1 277.5
WP_063864592.1 286.3
WP_063864747.1 198.8
WP_063865147.1 304.1
WP_063865172.1 258.2
WP_063978070.1 286.2
WP_065597326.1 272.3
WP_069953510.1 260.0
WP_077064890.1 268.9
WP_081048762.1 254.6
WP_109545039.1 251.1
WP_109545042.1 263.8
WP_122630830.1 238.5
WP_122630835.1 304.1
