A0A024Q9T3 730.9
A0A060LSZ1 585.7
A0A069A5C0 721.7
A0A069DDI3 689.1
A0A078KXW1 279.5
A0A0A1MFR0 743.4
A0A0B0IGA5 614.0
A0A0D6DR51 419.2
A0A0E0VQ93 466.6
A0A0F5HPS5 728.2
A0A0J1GA28 752.3
A0A0J1IR52 691.1
A0A0J5GS17 666.1
A0A0K0GE53 725.1
A0A0K1JU10 406.2
A0A0K9MEZ6 700.1
A0A0K9NID0 705.1
A0A0K9YR77 713.3
A0A0M2PPI5 682.5
A0A0P9DH46 733.3
A0A0Q5CKX2 398.6
A0A0Q7FC42 428.8
A0A0Q9XUI3 688.6
A0A0U4FM39 733.3
A0A0W0SGS0 293.8
A0A0W0SHD8 276.1
A0A0W0XKW3 259.5
A0A140AT93 556.7
A0A141HMH6 519.1
A0A143HG40 712.4
A0A143WW40 371.1
A0A150YBJ1 674.0
A0A173WD25 701.3
A0A173X5V7 577.9
A0A174DST9 706.3
A0A174H6J5 790.6
A0A174JHJ1 697.6
A0A174T6J5 624.3
A0A1A7UM79 512.2
A0A1B2DYZ1 703.7
A0A1C5W7J8 579.4
A0A1C5WUD7 724.1
A0A1C5Y360 746.1
A0A1C5YFV0 563.2
A0A1C6DTQ0 613.5
A0A1D4RV33 491.3
A0A1D8GFB3 586.2
A0A1E5K2D9 700.2
A0A1E7RWP6 602.7
A0A1E7WTV5 402.8
A0A1G5E907 690.0
A0A1G9A147 714.0
A0A1H3SMW3 636.0
A0A1H8NEH3 400.0
A0A1I2RYI0 403.5
A0A1J0GZQ6 699.8
A0A1L6LR46 294.5
A0A1L8ZP13 699.0
A0A1M4YFL5 681.0
A0A1M6NF22 714.2
A0A1M6QT49 693.4
A0A1M6UG41 704.3
A0A1M7MHI0 422.8
A0A1M7QRE6 698.5
A0A1N7MLW5 744.6
A0A1Q8GU53 630.3
A0A1Q9JDF4 757.1
A0A1Q9JSE5 776.7
A0A1S7BGP1 415.5
A0A1V2SJ42 708.9
A0A1W5QC99 494.0
A0A1X6WBU6 696.2
A0A1Y3TGW5 660.5
A0A1Y3W813 696.4
A0A1Y4B712 741.6
A0A1Y4FBP3 656.4
A0A1Y4IA02 698.5
A0A1Y4L1L9 608.0
A0A1Y4NPK1 626.2
A0A1Y4UQG9 624.5
A0A1Y4VJS1 611.9
A0A220U7Z1 744.9
A0A239IVL1 547.5
A0A248TH65 634.4
A0A258AKV9 509.3
A0A268AFE7 622.5
A0A268BQL5 644.1
A0A268EBJ1 661.0
A0A268IAF2 702.3
A0A268J9T2 726.6
A0A285NC23 611.9
A0A2B2BS37 701.1
A0A2D2DIM6 435.6
A0A2G3JK26 450.6
A0A2K4ZIT6 716.4
A0A2N0ZKU9 678.4
A0A2N2B0A7 697.3
A0A2N3LLY4 680.0
A0A2N6R6Z8 652.8
A0A2P1WN98 740.8
A0A2S2DEX7 384.8
A0A2S4GJK4 640.5
A0A2U8DNU4 693.3
A0A2V2C7I3 546.6
A0A2V8R320 310.5
A0A2W1NUX7 712.1
A0A2Y9B7Z4 683.2
A0A316BI71 692.3
A0A318EM23 756.7
A0A351THR7 716.7
A0A351UUL3 433.2
A0A351XNA0 645.7
A0A353C2L6 563.9
A0A354TBJ5 592.0
A0A356DNT9 609.2
A0A366JR30 720.2
A0A368X695 640.5
A0A372UNJ2 697.5
A0A373QIA3 657.5
A0A374APY4 619.2
A0A378LMS3 291.6
A0A396QLG4 526.8
A0A3A5L9H5 259.8
A0A3A6EI81 727.9
A0A3A8XYM0 736.7
A0A3A8YT49 726.7
A0A3A9AMK2 711.5
A0A3A9BVT1 749.9
A0A3A9C5T8 751.2
A0A3A9GCM0 600.1
A0A3A9KCD3 701.6
A0A3C1I6T0 720.4
A0A3C1XGA0 618.2
A0A3D0E299 715.7
A0A3D4XF28 615.7
A0A3D8PKQ1 738.1
A0A3D9KRV0 398.2
A0A3E2NEA4 653.6
A0A3M8DNQ5 706.3
A0A3N1XFY1 711.8
A0A3R5X0C4 646.8
A0A3R6NJW6 744.3
A0A3S0KMH9 739.2
A0A3S0TXZ7 667.2
A0A3S2UWE8 699.5
A0A416BNI5 736.7
A0A419T2P4 658.3
A0A426DFJ1 605.1
A0A430HF62 421.2
A8RR43 617.3
A9EZP5 267.6
B0NF06 634.7
B5L5W1 392.4
B5L5W5 422.4
B5L5W8 283.3
C0BYF8 730.4
C9L6E7 762.5
D1AQD1 680.4
D9R9B8 708.5
F0YVZ4 690.2
F2JLR7 628.4
F8F5G3 669.5
G5IJ85 655.3
I9NR88 624.8
N9YUN6 531.1
R2NTE2 507.0
R2SPY4 497.1
R5XMA6 631.7
R6NAF1 622.9
R6XLV5 747.9
R9IY81 752.3
R9JRK4 714.0
R9K3W0 611.0
R9MVB3 620.3
U2CSG8 706.8
V6M8X2 701.2
W4QJ81 674.5
