WP_000027050.1 362.7
WP_000239590.1 390.6
WP_000706731.1 292.8
WP_000733274.1 298.3
WP_000733402.1 287.1
WP_001100752.1 266.3
WP_001211000.1 307.3
WP_001617865.1 401.5
WP_001620095.1 391.2
WP_001931474.1 322.6
WP_002437128.1 325.8
WP_002977989.1 276.8
WP_003023375.1 273.9
WP_003178584.1 360.0
WP_003410677.1 319.7
WP_003657002.1 249.9
WP_004099854.1 396.5
WP_004111091.1 397.2
WP_004137840.1 390.4
WP_004152396.1 394.7
WP_004197546.1 322.3
WP_004207704.1 307.1
WP_004287923.1 279.3
WP_004339683.1 182.2
WP_004862397.1 372.2
WP_005165780.1 388.9
WP_005375420.1 331.3
WP_005618523.1 352.1
WP_005795628.1 237.4
WP_005827792.1 247.4
WP_006027381.1 386.7
WP_006555379.1 310.4
WP_007688792.1 309.9
WP_009821475.1 317.5
WP_010108817.1 399.2
WP_010798607.1 400.9
WP_011053164.1 369.6
WP_011222052.1 279.9
WP_011270171.1 339.8
WP_011728509.1 317.4
WP_012477595.1 343.3
WP_012704143.1 345.5
WP_015060700.1 362.3
WP_015589625.1 362.6
WP_020924773.1 336.8
WP_021440083.1 391.6
WP_021459345.1 302.2
WP_024531321.1 388.8
WP_025442943.1 346.2
WP_027373439.1 278.4
WP_027789588.1 400.7
WP_028030786.1 280.8
WP_030877515.1 321.1
WP_032488887.1 383.3
WP_032489025.1 384.6
WP_032489477.1 391.6
WP_032491237.1 371.0
WP_032494759.1 310.9
WP_032494853.1 359.1
WP_041881964.1 280.3
WP_043592266.1 383.4
WP_043629745.1 386.5
WP_059330348.1 258.1
WP_059512353.1 303.2
WP_062743204.1 351.5
WP_063842239.1 312.1
WP_063842248.1 354.6
WP_063842263.1 382.1
WP_063842268.1 200.9
WP_063842272.1 264.6
WP_063842277.1 245.0
WP_063842628.1 300.5
WP_063842700.1 313.5
WP_063842724.1 273.3
WP_063842896.1 337.0
WP_063842905.1 395.0
WP_063851288.1 391.0
WP_063851311.1 384.4
WP_063857819.1 344.3
WP_063857821.1 367.6
WP_063857830.1 305.6
WP_063857833.1 363.5
WP_063857834.1 351.1
WP_063859542.1 346.1
WP_063859570.1 259.9
WP_063859920.1 276.0
WP_063859924.1 399.5
WP_063859960.1 359.8
WP_063859961.1 386.2
WP_063860095.1 324.4
WP_063860498.1 351.9
WP_063860521.1 370.2
WP_063860636.1 384.8
WP_063860799.1 365.5
WP_063860827.1 383.1
WP_063860834.1 351.5
WP_063860902.1 364.1
WP_063864550.1 384.3
WP_063864599.1 276.2
WP_063864600.1 381.7
WP_063864602.1 397.7
WP_063864604.1 370.8
WP_063864646.1 371.9
WP_063864661.1 383.3
WP_063864664.1 385.0
WP_063864724.1 380.1
WP_063864748.1 275.6
WP_063865145.1 372.2
WP_063865149.1 346.3
WP_063865154.1 285.1
WP_063865164.1 339.3
WP_063865165.1 318.1
WP_065419571.1 388.4
WP_065825670.1 338.9
WP_070064531.1 355.9
WP_072186106.1 372.6
WP_075226241.1 342.7
WP_075606311.1 354.4
WP_087344360.1 372.3
WP_096807439.1 390.9
WP_109545044.1 383.3
WP_109545063.1 390.3
WP_109545073.1 362.3
WP_109545074.1 354.1
