WP_011088970.1 308.3
WP_011094382.1 180.1
WP_032966056.1 326.6
WP_034866180.1 369.9
WP_041884311.1 357.2
WP_044403015.1 317.8
WP_046430859.1 328.6
WP_058468956.1 297.1
WP_059155257.1 365.7
WP_063842682.1 316.8
WP_063842701.1 337.0
WP_063842702.1 314.4
WP_063842703.1 349.3
WP_063842704.1 320.3
WP_063842707.1 355.0
WP_063842712.1 327.0
WP_063842717.1 357.7
WP_063842948.1 343.6
WP_063857696.1 356.6
WP_063857820.1 334.3
WP_063859390.1 279.3
WP_063864590.1 349.8
WP_063864591.1 343.7
WP_063864723.1 315.8
WP_063864745.1 305.8
WP_071766402.1 332.2
WP_071766622.1 350.1
WP_081853183.1 304.6
WP_099982802.1 318.0
WP_122630822.1 326.8
WP_122630823.1 340.4
WP_122630824.1 324.1
WP_122630825.1 314.1
WP_122630829.1 318.0
WP_122630831.1 346.9
WP_122630832.1 356.0
WP_122630833.1 357.9
WP_122630834.1 360.0
